gesture,ax,ay,az,gx,gy,gz
right,2.19,-8.71,3.59,2.21,0.56,0.03
right,1.94,-8.77,3.21,2.21,0.56,0.04
right,2.03,-8.87,3.11,2.37,0.52,0.06
right,1.99,-8.76,3.2,2.58,0.51,0.08
right,2.19,-8.93,3.54,2.76,0.5,0.14
right,2.0,-8.29,4.13,2.87,0.48,0.22
right,1.7,-7.83,4.37,3.01,0.49,0.23
right,1.54,-7.2,5.24,3.04,0.44,0.25
right,1.47,-6.5,6.22,2.9,0.4,0.23
right,1.48,-6.28,6.74,2.74,0.38,0.2
right,1.42,-6.54,6.63,2.78,0.43,0.15
right,1.45,-6.52,6.87,2.82,0.43,0.16
right,1.51,-6.45,7.01,2.68,0.4,0.19
right,1.39,-6.03,6.91,2.52,0.33,0.24
right,1.35,-5.6,7.18,2.42,0.26,0.26
right,1.53,-5.5,7.41,2.37,0.24,0.25
right,1.22,-4.82,7.69,2.4,0.29,0.21
right,0.89,-4.19,7.91,2.39,0.31,0.19
right,0.84,-3.76,8.32,2.19,0.26,0.15
right,0.67,-3.76,8.7,1.98,0.22,0.12
right,1.07,-4.26,8.57,1.87,0.19,0.11
right,1.4,-4.55,8.37,1.84,0.19,0.2
right,1.46,-4.26,8.23,1.88,0.19,0.28
right,1.55,-4.06,8.33,1.93,0.18,0.32
right,1.51,-3.82,8.32,1.97,0.19,0.36
right,1.35,-3.28,8.6,2.02,0.18,0.38
right,1.26,-2.73,9.36,2.01,0.18,0.4
right,0.99,-1.98,9.79,1.95,0.17,0.41
right,0.93,-1.62,9.7,1.85,0.14,0.38
right,1.01,-1.59,9.84,1.71,0.11,0.34
right,1.21,-1.86,9.9,1.56,0.09,0.35
right,1.35,-1.82,9.81,1.54,0.11,0.37
right,1.34,-1.46,9.61,1.57,0.14,0.37
right,1.32,-1.36,9.32,1.67,0.19,0.53
right,1.18,-1.39,9.36,1.63,0.22,0.42
right,1.03,-0.85,9.21,1.57,0.22,0.38
right,1.14,-0.49,9.48,1.46,0.18,0.39
right,1.04,-0.12,9.64,1.3,0.18,0.31
right,1.1,-0.02,9.96,1.12,0.14,0.29
right,1.04,0.13,10.2,1.04,0.16,0.27
right,0.9,0.23,10.34,0.95,0.21,0.23
right,0.7,0.58,10.19,0.84,0.23,0.18
right,0.69,0.26,9.88,0.75,0.23,0.13
right,0.8,0.21,9.82,0.7,0.2,0.12
right,0.92,-0.02,9.72,0.63,0.22,0.11
right,0.71,0.02,9.43,0.59,0.26,0.1
right,0.64,-0.0,9.26,0.58,0.27,0.1
right,0.57,0.34,9.11,0.57,0.28,0.09
right,0.41,0.62,9.13,0.49,0.24,0.09
right,0.44,0.6,9.15,0.37,0.19,0.06
right,0.45,0.64,9.41,0.16,0.12,0.07
right,0.35,0.99,9.51,0.03,0.09,0.05
right,0.3,1.13,9.61,0.05,0.1,0.01
right,0.43,0.84,9.74,0.13,0.14,-0.04
right,0.35,0.96,9.74,0.05,0.13,-0.04
right,0.34,0.85,9.49,-0.06,0.08,-0.05
right,0.43,0.74,9.49,-0.11,0.06,-0.08
right,0.58,0.74,9.72,-0.14,0.06,-0.09
right,0.79,0.22,9.62,-0.11,0.12,-0.1
right,0.79,-0.33,9.08,0.09,0.19,-0.09
right,0.67,0.16,9.12,0.15,0.19,-0.04
right,0.53,0.55,9.07,0.01,0.11,-0.04
right,0.69,0.42,9.36,-0.14,0.01,-0.01
right,0.95,0.2,9.55,-0.17,0.01,0.02
right,0.76,0.24,9.32,-0.08,0.05,0.06
right,0.54,0.54,9.42,-0.04,0.06,0.06
right,0.48,0.73,9.63,-0.13,0.03,0.07
right,0.44,0.84,9.46,-0.16,0.03,0.05
right,0.52,0.54,9.4,-0.06,0.06,0.03
right,0.51,0.55,9.33,-0.04,0.06,0.03
right,0.33,0.44,8.86,-0.08,0.02,0.03
right,0.41,0.22,8.96,-0.04,-0.01,0.04
right,0.46,0.34,8.99,-0.0,-0.02,0.07
right,0.48,0.41,9.05,0.02,-0.05,0.09
right,0.53,0.69,9.47,0.04,-0.05,0.09
right,0.55,0.48,9.41,0.05,-0.05,0.09
right,0.51,0.46,9.43,0.11,-0.03,0.08
right,0.62,0.52,9.73,0.16,-0.0,0.07
right,0.62,0.48,9.68,0.15,0.02,0.09
right,0.61,0.63,9.55,0.12,0.01,0.09
right,0.56,0.86,9.66,0.1,-0.0,0.1
right,0.45,1.16,9.78,0.08,0.0,0.08
right,0.37,1.08,9.61,0.03,-0.02,0.06
right,0.38,1.1,9.62,-0.01,-0.05,0.06
right,0.54,0.85,9.63,0.04,-0.02,0.04
right,0.58,0.86,9.57,0.07,0.0,0.05
right,0.63,0.92,9.54,0.01,-0.01,0.06
right,0.5,1.18,9.42,-0.04,-0.02,0.05
right,0.61,1.01,9.39,-0.07,-0.04,0.02
right,0.67,0.85,9.34,-0.05,-0.04,0.0
right,0.79,0.65,9.24,-0.02,-0.03,0.0
right,0.73,0.66,9.24,-0.0,-0.04,0.01
right,0.76,0.63,9.46,0.0,-0.04,0.02
right,0.62,0.87,9.5,0.04,-0.02,0.02
right,0.47,0.89,9.43,0.06,-0.0,0.01
right,0.37,1.34,9.6,0.06,-0.02,-0.02
right,0.49,1.19,9.73,-0.01,-0.03,-0.05
right,0.64,0.98,9.79,-0.07,-0.03,-0.06
right,0.75,0.69,9.7,-0.06,-0.0,-0.04
right,0.63,0.81,9.6,-0.02,0.02,-0.03
right,0.61,0.8,9.46,-0.05,0.01,-0.04
right,0.57,0.94,9.48,-0.09,-0.03,-0.04
right,0.82,0.72,9.79,-0.12,-0.03,-0.03
right,0.84,0.63,9.68,-0.07,0.02,-0.03
right,0.79,0.64,9.47,-0.06,0.03,-0.01
right,0.75,0.57,9.38,-0.08,0.03,0.01
right,0.62,0.77,9.28,-0.07,0.02,0.02
right,0.7,0.77,9.38,-0.04,0.02,0.01
right,0.74,0.77,9.38,-0.06,-0.0,0.02
right,0.76,0.68,9.52,-0.07,-0.01,0.02
right,0.71,0.82,9.59,-0.07,-0.01,0.03
right,0.71,0.71,9.42,-0.02,0.02,0.02
right,0.68,0.87,9.37,0.01,0.04,0.01
right,0.63,1.01,9.45,0.01,0.04,0.01
right,0.63,1.01,9.42,-0.03,0.02,0.0
right,0.62,0.93,9.43,-0.08,-0.01,0.01
right,0.72,0.93,9.62,-0.11,-0.01,0.01
right,0.71,0.66,9.39,-0.09,0.0,0.01
right,0.67,0.83,9.33,-0.03,0.01,-0.01
right,0.63,0.84,9.41,-0.04,-0.0,-0.01
right,0.73,0.78,9.57,-0.1,-0.02,-0.01
right,0.76,0.76,9.61,-0.14,-0.02,-0.0
right,0.82,0.59,9.71,-0.1,0.01,0.0
right,0.84,0.61,9.63,-0.09,0.03,0.02
right,0.79,0.65,9.59,-0.09,0.03,0.02
right,0.77,0.76,9.59,-0.07,0.04,0.01
right,0.73,0.6,9.49,-0.06,0.04,-0.0
right,0.77,0.53,9.59,-0.08,0.03,0.01
right,0.73,0.53,9.66,-0.08,0.05,0.03
right,0.67,0.71,9.6,-0.06,0.06,0.04
right,0.54,0.96,9.55,-0.07,0.06,0.03
right,0.61,1.01,9.61,-0.14,0.02,0.01
right,0.77,0.74,9.71,-0.17,0.01,-0.01
right,0.86,0.44,9.69,-0.13,0.04,-0.01
right,0.92,0.43,9.68,-0.1,0.06,0.01
right,0.85,0.41,9.61,-0.1,0.08,0.02
right,0.77,0.56,9.5,-0.1,0.08,0.02
right,0.74,0.5,9.51,-0.12,0.07,0.02
right,0.7,0.53,9.44,-0.14,0.07,0.02
right,0.72,0.35,9.37,-0.11,0.08,0.04
right,0.61,0.52,9.3,-0.1,0.08,0.05
right,0.48,0.83,9.28,-0.18,0.04,0.06
right,0.53,0.78,9.4,-0.29,-0.01,0.02
right,0.65,0.83,9.69,-0.42,-0.06,0.01
right,0.79,0.58,9.92,-0.57,-0.11,0.01
right,0.78,0.46,9.89,-0.75,-0.18,0.03
right,0.82,0.63,10.12,-1.06,-0.29,0.03
right,0.97,0.58,10.55,-1.64,-0.47,0.02
right,1.14,0.46,10.86,-2.4,-0.69,0.02
right,1.44,-0.5,10.71,-3.07,-0.88,0.03
right,1.52,-1.12,10.14,-3.12,-0.79,-0.02
right,1.83,-2.65,9.54,-2.91,-0.65,0.01
right,1.73,-1.97,9.94,-2.84,-0.57,0.08
right,1.54,-1.98,9.6,-3.11,-0.56,0.11
right,1.01,-1.61,8.71,-3.67,-0.73,0.12
right,0.92,-2.33,7.76,-4.29,-1.0,0.09
right,1.42,-3.69,7.86,-4.63,-1.17,0.14
right,2.05,-5.12,7.9,-4.38,-1.04,0.19
right,2.27,-6.11,7.74,-3.75,-0.76,0.33
right,2.0,-5.81,7.53,-3.26,-0.58,0.43
right,1.72,-5.57,7.47,-3.23,-0.58,0.5
right,1.47,-5.26,7.38,-3.58,-0.68,0.54
right,1.24,-5.47,6.77,-3.98,-0.75,0.49
right,1.5,-6.78,5.9,-4.03,-0.77,0.44
right,1.92,-7.72,5.9,-3.7,-0.65,0.46
right,1.94,-7.8,5.88,-3.25,-0.47,0.51
right,1.7,-7.23,5.87,-3.05,-0.41,0.51
right,1.75,-7.12,6.14,-3.13,-0.41,0.48
right,1.79,-7.71,5.58,-3.3,-0.39,0.44
right,1.64,-8.5,4.59,-3.38,-0.43,0.45
right,1.66,-8.98,3.89,-3.26,-0.46,0.48
right,1.92,-9.73,3.16,-2.98,-0.48,0.52
right,2.23,-9.46,3.36,-2.59,-0.42,0.59
right,2.39,-9.19,3.4,-2.2,-0.24,0.52
right,2.33,-9.33,3.01,-2.04,-0.14,0.48
right,1.96,-8.88,2.54,-2.04,-0.14,0.4
right,1.84,-9.18,2.56,-2.06,-0.17,0.34
right,1.71,-9.18,2.33,-2.04,-0.19,0.3
right,1.78,-9.3,2.55,-1.97,-0.2,0.27
right,2.01,-9.26,2.81,-1.81,-0.12,0.26
right,1.96,-9.67,2.56,-1.65,-0.0,0.28
right,1.48,-9.29,1.98,-1.46,0.08,0.29
right,1.39,-9.0,2.08,-1.3,0.13,0.27
right,1.3,-8.82,1.91,-1.23,0.17,0.26
right,1.3,-8.67,2.01,-1.25,0.18,0.24
right,1.18,-8.74,1.88,-1.31,0.21,0.22
right,1.0,-8.79,1.5,-1.32,0.23,0.21
right,0.88,-8.87,1.11,-1.21,0.27,0.17
right,0.97,-8.99,0.83,-1.03,0.31,0.12
right,1.05,-9.0,0.59,-0.85,0.34,0.09
right,1.11,-8.87,0.52,-0.77,0.33,0.05
right,1.29,-8.99,0.75,-0.86,0.29,0.04
right,1.01,-8.8,0.48,-1.0,0.27,0.01
right,1.13,-9.2,0.22,-1.03,0.25,-0.04
right,1.43,-9.73,-0.05,-0.92,0.27,-0.05
right,1.7,-10.24,-0.56,-0.65,0.32,-0.04
right,1.79,-10.38,-0.61,-0.35,0.35,0.01
right,1.66,-10.04,-0.37,-0.1,0.39,0.02
right,1.54,-9.92,-0.16,0.0,0.4,0.02
right,1.2,-9.49,-0.09,0.01,0.37,-0.04
right,1.47,-9.83,0.3,-0.03,0.3,-0.07
right,1.66,-9.95,0.61,-0.1,0.26,-0.08
right,1.67,-9.99,0.57,-0.17,0.23,-0.06
right,1.76,-10.33,0.41,-0.17,0.21,-0.05
right,1.71,-10.22,0.28,-0.11,0.21,-0.02
right,1.61,-10.03,0.2,-0.06,0.22,-0.01
right,1.68,-9.92,0.17,-0.05,0.23,-0.03
right,1.7,-9.95,0.0,-0.12,0.21,-0.03
right,1.68,-10.01,-0.06,-0.18,0.18,-0.04
right,1.66,-10.1,-0.26,-0.18,0.16,-0.04
right,1.55,-10.1,-0.45,-0.12,0.14,-0.04
right,1.48,-9.93,-0.6,-0.05,0.12,-0.04
right,1.62,-10.08,-0.54,-0.01,0.08,-0.04
right,1.7,-9.94,-0.34,-0.01,0.07,-0.02
right,1.59,-9.89,-0.48,-0.0,0.08,-0.02
right,1.61,-10.03,-0.59,0.01,0.06,-0.02
right,1.67,-10.13,-0.45,0.03,0.06,-0.01
right,1.52,-9.96,-0.42,0.07,0.07,-0.0
right,1.42,-9.81,-0.4,0.12,0.07,-0.03
right,1.46,-9.98,-0.23,0.12,0.06,-0.04
right,1.43,-9.88,-0.27,0.1,0.05,-0.04
right,1.58,-10.07,-0.09,0.07,0.04,-0.01
right,1.55,-9.96,-0.06,0.06,0.05,0.01
right,1.44,-9.75,-0.18,0.07,0.07,0.01
right,1.4,-9.7,-0.24,0.06,0.06,-0.01
right,1.44,-9.74,-0.28,0.01,0.03,-0.03
right,1.65,-9.97,-0.12,-0.04,0.01,-0.03
right,1.75,-10.19,-0.34,-0.03,0.03,-0.01
right,1.82,-10.37,-0.34,0.01,0.04,0.01
right,1.77,-10.12,-0.21,0.02,0.05,0.04
right,1.56,-10.05,-0.49,0.02,0.04,0.04
right,1.58,-9.97,-0.28,0.02,0.02,0.05
right,1.46,-9.93,-0.33,0.06,0.02,0.03
right,1.39,-9.92,-0.33,0.1,0.0,0.03
right,1.57,-10.02,-0.07,0.14,-0.0,0.02
right,1.63,-10.01,0.08,0.15,0.01,0.02
right,1.6,-10.0,0.04,0.14,0.01,0.04
right,1.54,-9.95,-0.05,0.15,0.01,0.03
right,1.56,-10.0,-0.07,0.21,0.01,0.02
right,1.7,-10.31,-0.13,0.35,0.04,0.01
right,1.82,-10.48,-0.06,0.51,0.07,0.02
right,1.85,-10.36,0.11,0.64,0.1,0.04
right,1.71,-10.21,0.19,0.73,0.11,0.04
right,1.67,-10.08,0.43,0.83,0.12,0.03
right,1.53,-10.01,0.34,0.95,0.13,-0.0
right,1.52,-10.06,0.45,1.15,0.14,-0.05
right,1.84,-10.46,0.7,1.39,0.16,-0.07
right,1.76,-10.17,0.86,1.62,0.19,-0.07
right,1.81,-9.97,1.15,1.77,0.19,-0.09
right,1.72,-9.1,1.73,1.75,0.18,-0.17
right,1.79,-9.05,1.83,1.59,0.16,-0.3
right,2.7,-9.76,3.02,1.4,0.09,-0.21
right,2.83,-9.5,3.34,1.32,0.12,-0.05
right,2.19,-9.22,2.73,1.39,0.14,0.01
right,1.94,-9.26,2.43,1.55,0.11,-0.04
right,1.85,-9.14,2.52,1.83,0.13,-0.01
right,1.69,-9.31,2.55,2.09,0.17,0.02
right,1.41,-8.61,2.89,2.23,0.17,0.04
right,1.28,-8.09,3.48,2.18,0.16,0.01
right,1.35,-8.35,3.76,2.02,0.16,-0.02
right,1.15,-8.5,3.49,2.0,0.18,-0.04
right,1.0,-8.6,3.07,2.21,0.21,-0.06
right,1.11,-8.72,3.18,2.6,0.25,-0.06
right,1.42,-8.64,4.0,2.99,0.33,-0.03
right,1.56,-8.18,5.0,3.12,0.41,0.06
right,0.97,-7.09,5.2,2.98,0.4,0.1
right,0.76,-6.46,5.51,2.76,0.33,0.05
right,0.94,-6.7,5.82,2.64,0.27,0.01
right,1.21,-6.94,6.04,2.63,0.28,-0.03
right,1.51,-7.53,6.28,2.81,0.4,-0.02
right,1.41,-7.29,6.26,3.1,0.53,0.05
right,1.2,-6.67,6.5,3.22,0.53,0.11
right,1.05,-5.71,7.03,3.13,0.48,0.12
right,1.32,-5.57,7.46,2.96,0.45,0.13
right,1.25,-5.21,7.54,2.94,0.47,0.15
right,1.12,-4.82,7.74,2.94,0.47,0.19
right,1.04,-4.21,8.41,2.96,0.47,0.21
right,1.02,-3.57,8.83,2.96,0.53,0.22
right,0.74,-3.34,8.66,2.83,0.53,0.22
right,0.64,-2.96,8.56,2.7,0.46,0.26
right,0.71,-2.63,8.72,2.58,0.43,0.28
right,0.67,-2.24,8.97,2.54,0.43,0.29
right,0.59,-1.62,9.48,2.43,0.44,0.28
right,0.39,-1.28,9.12,2.24,0.41,0.24
right,0.2,-1.31,8.68,2.02,0.28,0.22
right,0.4,-1.41,8.98,1.86,0.18,0.21
right,0.76,-1.58,9.13,1.77,0.14,0.23
right,0.81,-1.34,9.5,1.72,0.14,0.25
right,0.78,-0.75,9.45,1.63,0.14,0.26
right,0.69,-0.46,9.75,1.48,0.12,0.21
right,0.82,-0.63,9.96,1.31,0.11,0.19
right,0.78,-0.48,9.89,1.12,0.09,0.17
right,0.73,-0.74,9.63,0.95,0.06,0.14
right,0.65,-0.86,9.33,0.94,0.09,0.11
right,0.51,-0.4,9.23,0.98,0.1,0.07
right,0.46,-0.04,9.58,0.96,0.11,0.02
right,0.42,-0.19,9.46,0.83,0.07,-0.02
right,0.45,-0.09,9.61,0.56,-0.02,-0.02
right,0.58,-0.52,9.49,0.46,-0.04,-0.05
right,0.81,-1.03,9.4,0.52,-0.02,-0.03
right,0.84,-1.06,9.36,0.51,-0.02,0.03
right,0.64,-0.4,9.65,0.5,-0.02,0.02
right,0.75,-0.14,10.1,0.45,0.01,-0.03
right,0.64,-0.22,10.09,0.35,0.03,-0.07
right,0.7,-0.69,9.84,0.27,0.04,-0.07
right,0.74,-0.5,10.14,0.28,0.07,-0.03
right,0.64,-0.3,9.89,0.31,0.1,0.01
right,0.55,-0.14,9.7,0.25,0.05,0.02
right,0.56,0.18,9.93,0.2,0.01,0.01
right,0.87,-0.12,10.27,0.15,0.01,0.04
right,0.68,0.42,10.39,0.12,0.06,0.06
right,0.56,0.52,10.14,0.1,0.09,0.07
right,0.28,1.07,9.82,0.09,0.09,0.02
right,0.27,0.95,9.69,0.01,0.04,-0.01
right,0.47,0.68,9.84,-0.06,0.01,-0.02
right,0.49,0.43,9.56,0.01,0.03,0.01
right,0.44,0.62,9.56,0.1,0.06,0.02
right,0.58,0.62,9.82,0.08,0.06,0.03
right,0.48,0.9,9.59,-0.02,0.03,0.02
right,0.56,0.59,9.38,-0.1,-0.01,0.01
right,0.76,0.15,9.24,0.02,0.01,0.01
right,0.85,0.02,9.26,0.19,0.05,0.04
right,0.71,0.61,9.6,0.17,0.05,0.07
right,0.71,0.59,9.47,0.06,-0.0,0.08
right,0.74,0.53,9.64,0.02,-0.0,0.07
right,0.67,0.43,9.42,0.09,0.03,0.08
right,0.56,0.72,9.48,0.09,0.03,0.08
right,0.49,0.81,9.42,0.03,0.0,0.09
right,0.39,1.06,9.53,0.04,0.01,0.07
right,0.44,1.04,9.69,-0.01,-0.0,0.06
right,0.53,0.94,9.61,-0.04,0.01,0.03
right,0.44,0.97,9.5,-0.02,0.03,0.02
right,0.53,0.9,9.61,0.02,0.06,-0.02
right,0.49,0.95,9.49,-0.05,0.04,-0.03
right,0.62,0.72,9.53,-0.11,0.02,-0.04
right,0.73,0.71,9.69,-0.08,0.04,-0.02
right,0.71,0.53,9.6,-0.04,0.07,-0.01
right,0.49,0.92,9.39,-0.09,0.03,0.0
right,0.56,0.8,9.44,-0.14,-0.01,0.0
right,0.61,0.82,9.37,-0.12,-0.01,-0.0
right,0.62,0.64,9.31,-0.1,-0.03,-0.0
right,0.72,0.59,9.56,-0.07,-0.02,0.0
right,0.62,0.61,9.5,-0.03,0.02,0.0
right,0.49,0.74,9.3,0.01,0.03,0.01
right,0.4,0.98,9.39,0.02,0.02,-0.0
right,0.4,1.0,9.46,-0.04,0.01,-0.03
right,0.48,0.76,9.46,-0.03,0.02,-0.05
right,0.44,0.71,9.36,-0.02,0.02,-0.04
right,0.49,0.58,9.26,0.02,0.01,-0.04
right,0.5,0.8,9.38,0.04,-0.01,-0.03
right,0.63,0.71,9.61,-0.01,-0.03,-0.04
right,0.75,0.59,9.67,-0.07,-0.03,-0.04
right,0.77,0.45,9.65,-0.04,-0.01,-0.03
right,0.67,0.5,9.43,0.0,0.01,-0.02
right,0.6,0.56,9.39,-0.0,-0.02,-0.02
right,0.7,0.66,9.73,-0.02,-0.03,-0.01
right,0.6,0.69,9.62,-0.03,-0.01,-0.01
right,0.51,0.74,9.44,-0.06,-0.03,-0.01
right,0.59,0.68,9.54,-0.08,-0.04,-0.02
right,0.67,0.59,9.72,-0.08,-0.03,0.0
right,0.62,0.65,9.56,-0.06,-0.01,-0.0
right,0.64,0.55,9.5,-0.05,0.0,0.0
right,0.6,0.71,9.49,-0.05,0.01,-0.0
right,0.59,0.7,9.43,-0.06,-0.0,-0.02
right,0.73,0.63,9.65,-0.07,-0.0,-0.02
right,0.73,0.47,9.61,-0.07,0.02,0.0
right,0.71,0.59,9.66,-0.06,0.03,0.02
right,0.66,0.65,9.5,-0.06,0.02,0.02
right,0.63,0.82,9.61,-0.07,0.02,0.0
right,0.73,0.61,9.59,-0.1,0.01,-0.0
right,0.81,0.47,9.72,-0.16,-0.01,0.0
right,0.94,0.32,9.82,-0.2,-0.0,0.01
right,0.88,0.34,9.81,-0.25,0.0,0.03
right,0.85,0.29,9.71,-0.27,0.01,0.04
right,0.8,0.28,9.56,-0.2,0.04,0.03
right,0.7,0.45,9.73,-0.18,0.06,0.03
right,0.58,0.52,9.67,-0.2,0.07,0.02
right,0.49,0.57,9.52,-0.21,0.08,0.0
right,0.59,0.32,9.35,-0.18,0.09,-0.0
right,0.6,0.4,9.4,-0.22,0.07,0.01
right,0.62,0.33,9.35,-0.2,0.08,0.0
right,0.62,0.33,9.37,-0.18,0.08,0.0
right,0.69,0.34,9.67,-0.24,0.06,0.01
right,0.62,0.33,9.6,-0.25,0.07,0.01
right,0.61,0.15,9.49,-0.23,0.06,0.03
right,0.68,0.2,9.55,-0.26,0.04,0.05
right,0.57,0.4,9.39,-0.29,0.01,0.05
right,0.55,0.54,9.57,-0.35,-0.04,0.03
right,0.69,0.4,9.97,-0.47,-0.06,-0.0
right,0.86,-0.16,9.82,-0.52,-0.03,-0.01
right,0.85,-0.22,9.77,-0.48,-0.01,0.03
right,0.75,-0.22,9.64,-0.44,0.01,0.04
right,0.64,-0.08,9.34,-0.41,0.01,0.03
right,0.57,-0.11,9.28,-0.4,-0.01,0.02
right,0.71,-0.41,9.24,-0.41,-0.02,-0.0
right,0.84,-0.69,9.36,-0.43,-0.03,0.05
right,0.85,-0.7,9.17,-0.34,0.02,0.07
right,0.74,-0.57,9.02,-0.13,0.12,0.08
right,0.53,-0.41,8.94,-0.0,0.15,0.07
right,0.41,-0.04,9.16,-0.06,0.1,0.05
right,0.45,-0.16,9.36,-0.16,0.04,0.04
right,0.49,-0.16,9.43,-0.25,-0.0,0.04
right,0.55,-0.09,9.76,-0.37,-0.05,0.06
right,0.59,-0.14,9.79,-0.47,-0.07,0.07
right,0.51,0.11,10.11,-0.65,-0.14,0.07
right,0.59,0.18,10.52,-1.03,-0.25,0.06
right,0.57,0.09,10.41,-1.54,-0.4,0.04
right,0.55,-0.02,10.34,-2.0,-0.55,0.03
right,0.86,-0.65,10.3,-2.3,-0.62,-0.01
right,1.04,-1.32,10.23,-2.49,-0.65,-0.01
right,1.2,-1.64,10.03,-2.63,-0.66,-0.01
right,1.41,-2.47,9.56,-2.84,-0.69,0.0
right,1.43,-2.73,9.05,-3.13,-0.79,0.04
right,1.56,-3.3,8.74,-3.5,-0.91,0.08
right,1.54,-3.71,8.13,-3.76,-0.99,0.1
right,1.8,-4.94,7.59,-3.71,-0.95,0.09
right,1.89,-5.59,7.56,-3.38,-0.85,0.16
right,1.93,-5.73,7.83,-3.04,-0.73,0.21
right,1.76,-5.6,7.88,-2.9,-0.64,0.28
right,1.44,-5.5,7.44,-2.99,-0.65,0.32
right,1.07,-5.51,6.96,-3.24,-0.77,0.32
right,1.23,-6.13,6.74,-3.31,-0.82,0.29
right,1.71,-7.23,6.9,-3.16,-0.73,0.3
right,2.0,-7.5,7.58,-2.79,-0.52,0.36
right,2.03,-7.18,7.72,-2.41,-0.21,0.34
right,1.84,-7.34,6.77,-2.26,-0.05,0.33
right,1.54,-6.81,6.52,-2.48,-0.12,0.35
right,1.62,-6.84,6.35,-2.89,-0.22,0.31
right,1.69,-7.1,5.63,-3.17,-0.25,0.26
right,2.09,-7.96,4.84,-3.2,-0.23,0.24
right,2.17,-8.39,4.22,-2.99,-0.15,0.29
right,2.07,-8.65,3.64,-2.67,-0.06,0.32
right,2.01,-8.59,3.55,-2.38,0.0,0.36
right,1.99,-8.41,3.66,-2.23,0.03,0.38
right,1.86,-7.94,3.75,-2.23,0.03,0.38
right,1.8,-7.73,3.6,-2.35,0.02,0.35
right,1.83,-8.2,3.18,-2.43,0.01,0.32
right,1.66,-8.59,2.77,-2.36,0.05,0.32
right,1.58,-8.74,2.41,-2.12,0.13,0.31
right,1.48,-9.0,1.99,-1.73,0.23,0.28
right,1.37,-8.9,1.75,-1.34,0.3,0.25
right,1.31,-9.02,2.01,-1.02,0.35,0.22
right,0.93,-8.67,2.28,-0.95,0.34,0.19
right,0.58,-8.31,2.11,-1.05,0.27,0.11
right,0.68,-8.47,1.96,-1.15,0.18,0.02
right,1.29,-9.1,2.43,-1.16,0.14,-0.03
right,1.71,-9.35,2.68,-0.99,0.25,-0.06
right,2.08,-10.01,2.52,-0.77,0.38,-0.03
right,1.82,-9.68,2.11,-0.57,0.49,-0.01
right,1.49,-9.33,1.58,-0.5,0.51,-0.02
right,1.5,-9.17,1.54,-0.54,0.46,-0.06
right,1.65,-9.39,1.35,-0.67,0.39,-0.08
right,1.83,-9.78,1.12,-0.77,0.32,-0.08
right,1.9,-9.91,0.9,-0.76,0.27,-0.06
right,2.02,-10.05,0.93,-0.6,0.28,-0.07
right,1.99,-9.97,0.84,-0.41,0.32,-0.06
right,1.89,-9.85,0.72,-0.27,0.33,-0.05
right,1.64,-9.56,0.62,-0.2,0.29,-0.06
right,1.62,-9.45,0.68,-0.19,0.25,-0.09
right,1.63,-9.53,0.75,-0.24,0.19,-0.12
right,1.83,-9.88,0.69,-0.27,0.15,-0.12
right,1.87,-10.2,0.42,-0.21,0.13,-0.11
right,1.95,-10.28,0.66,-0.12,0.12,-0.08
right,1.85,-10.12,0.76,-0.03,0.16,-0.07
right,1.73,-10.0,0.74,0.02,0.16,-0.06
right,1.7,-9.9,0.64,0.05,0.16,-0.07
right,1.58,-9.82,0.39,0.04,0.12,-0.08
right,1.68,-9.81,0.58,0.01,0.07,-0.08
right,1.79,-10.01,0.6,-0.05,0.03,-0.08
right,1.81,-9.97,0.71,-0.04,0.03,-0.06
right,1.84,-10.17,0.7,0.0,0.04,-0.04
right,1.77,-10.0,0.96,0.07,0.06,-0.02
right,1.72,-9.93,1.08,0.1,0.09,-0.02
right,1.58,-9.9,0.8,0.06,0.09,-0.01
right,1.59,-9.77,0.77,0.03,0.07,-0.01
right,1.6,-9.88,0.74,-0.03,0.05,-0.0
right,1.59,-9.82,0.66,-0.04,0.03,-0.0
right,1.66,-9.86,0.7,-0.01,0.04,0.0
right,1.65,-9.79,0.67,0.03,0.08,-0.01
right,1.67,-9.83,0.56,0.03,0.08,-0.01
right,1.6,-9.8,0.58,-0.01,0.07,-0.02
right,1.61,-9.92,0.45,-0.03,0.05,-0.02
right,1.66,-10.07,0.33,-0.01,0.04,-0.02
right,1.75,-10.12,0.42,0.02,0.03,0.0
right,1.74,-10.06,0.51,0.04,0.01,0.02
right,1.74,-9.93,0.66,0.05,0.0,0.04
right,1.72,-9.89,0.82,0.06,-0.0,0.04
right,1.73,-9.96,0.86,0.04,-0.01,0.04
right,1.75,-9.84,0.89,0.04,-0.0,0.04
right,1.74,-9.78,0.98,0.03,0.01,0.04
right,1.76,-9.75,0.89,0.0,0.02,0.04
right,1.66,-9.59,0.96,0.0,0.03,0.03
right,1.69,-9.69,0.84,0.02,0.04,0.02
right,1.65,-9.58,0.87,0.07,0.05,0.01
right,1.73,-9.51,1.08,0.09,0.08,-0.01
right,1.68,-9.36,1.1,0.09,0.11,-0.03
right,1.59,-9.41,1.06,0.08,0.12,-0.07
right,1.59,-9.33,1.04,0.04,0.1,-0.07
right,1.64,-9.44,1.13,-0.0,0.09,-0.08
right,1.77,-9.58,1.04,-0.03,0.08,-0.07
right,1.76,-9.78,0.82,0.01,0.08,-0.07
